txn_id,account_id,customer_id,txn_date,value_date,amount,txn_type,counterparty,narrative,channel,is_suspicious
FT900444,10013601,100136,2026-07-16,2026-07-16,-71724.66,DEBIT,10011801,UTILITY BILL,RTGS,N
FT900445,10011901,100119,2026-05-09,2026-05-09,-79071.76,DEBIT,SIP.MF,MUTUAL FUND SIP,ACH,N
FT900446,10018502,100185,2026-07-11,2026-07-11,-73161.4,DEBIT,UTIL.CO,UTILITY BILL,RTGS,N
FT900447,10020501,100205,2026-07-10,2026-07-10,-14961.91,DEBIT,SIP.MF,UPI PURCHASE,UPI,N
FT900448,10021101,100211,2026-07-03,2026-07-03,-1258494.39,DEBIT,VENDOR.Z,GAMBLING TOPUP,SWIFT,Y
FT900449,10020502,100205,2026-05-16,2026-05-16,67143.9,CREDIT,CASH.IN,SALARY CREDIT,UPI,N
FT900450,10016401,100164,2026-08-06,2026-08-06,-51618.39,DEBIT,UPI.MERCHANT,FOOD ORDER,RTGS,N
FT900451,10016101,100161,2026-07-12,2026-07-12,-59670.69,DEBIT,LANDLORD,RENT TRANSFER,ATM,N
FT900452,10019902,100199,2026-06-17,2026-06-17,120058.1,CREDIT,SALARY,INTEREST CREDIT,RTGS,N
FT900453,10021501,100215,2026-05-19,2026-05-19,66365.22,CREDIT,SALARY,SALARY CREDIT,SWIFT,N
FT900454,10017201,100172,2026-06-04,2026-06-04,90631.6,CREDIT,SALARY,CASH DEPOSIT,UPI,N
FT900455,10018201,100182,2026-07-05,2026-07-05,-23259.51,DEBIT,UPI.MERCHANT,OWN ACCOUNT TRANSFER,IB,N
FT900456,10014301,100143,2026-07-09,2026-07-09,-7651.24,DEBIT,UTIL.CO,UPI PURCHASE,SWIFT,N
FT900457,10017301,100173,2026-05-13,2026-05-13,76665.93,CREDIT,BANK.INT,INTEREST CREDIT,SWIFT,N
FT900458,10021902,100219,2026-08-08,2026-08-08,-11042.26,DEBIT,SIP.MF,UPI PURCHASE,IB,N
FT900459,10020902,100209,2026-05-25,2026-05-25,-17508.31,DEBIT,UTIL.CO,UPI PURCHASE,IB,N
FT900460,10021801,100218,2026-06-23,2026-06-23,176161.69,CREDIT,SALARY,CASH DEPOSIT,ATM,N
FT900461,10020501,100205,2026-06-14,2026-06-14,-10585.45,DEBIT,LANDLORD,RENT TRANSFER,SWIFT,N
FT900462,10017001,100170,2026-08-06,2026-08-06,-35410.84,DEBIT,10018201,UPI PURCHASE,SWIFT,N
FT900463,10017701,100177,2026-05-17,2026-05-17,-59582.37,DEBIT,UTIL.CO,MUTUAL FUND SIP,IB,N
FT900464,10013101,100131,2026-07-28,2026-07-28,-16866.3,DEBIT,LANDLORD,MUTUAL FUND SIP,UPI,N
FT900465,10012403,100124,2026-05-26,2026-05-26,-1145707.69,DEBIT,NEW.BEN.998,GAMBLING TOPUP,SWIFT,Y
FT900466,10012401,100124,2026-05-16,2026-05-16,-906037.21,DEBIT,CRYPTO.X,NEW BENEFICIARY PAYOUT,RTGS,Y
FT900467,10015403,100154,2026-08-09,2026-08-09,-54997.7,DEBIT,NEW.BEN.998,CRYPTO TOPUP,RTGS,Y
FT900468,10012701,100127,2026-05-04,2026-05-04,-72103.87,DEBIT,SIP.MF,ATM WITHDRAWAL,ATM,N
FT900469,10011902,100119,2026-06-15,2026-06-15,237300.32,CREDIT,BANK.INT,CASH DEPOSIT,NEFT,N
FT900470,10013503,100135,2026-05-13,2026-05-13,61971.99,CREDIT,SALARY,CASH DEPOSIT,ATM,N
FT900471,10010201,100102,2026-08-05,2026-08-05,241137.42,CREDIT,CLIENT.A,CASH DEPOSIT,UPI,N
FT900472,10010002,100100,2026-06-16,2026-06-16,-73646.13,DEBIT,LANDLORD,RENT TRANSFER,UPI,N
FT900473,10014101,100141,2026-05-28,2026-05-28,-66795.9,DEBIT,LANDLORD,RENT TRANSFER,UPI,N
FT900474,10021501,100215,2026-05-15,2026-05-15,-78770.56,DEBIT,LANDLORD,RENT TRANSFER,SWIFT,N
FT900475,10021701,100217,2026-05-11,2026-05-11,-23132.87,DEBIT,UPI.MERCHANT,OWN ACCOUNT TRANSFER,RTGS,N
FT900476,10017401,100174,2026-07-27,2026-07-27,-36609.97,DEBIT,SIP.MF,UTILITY BILL,NEFT,N
FT900477,10020101,100201,2026-05-09,2026-05-09,-78798.49,DEBIT,UTIL.CO,UTILITY BILL,NEFT,N
FT900478,10020703,100207,2026-07-26,2026-07-26,-1121.59,DEBIT,LANDLORD,OWN ACCOUNT TRANSFER,UPI,N
FT900479,10012302,100123,2026-06-20,2026-06-20,-54153.84,DEBIT,UTIL.CO,EMI PAYMENT,RTGS,N
FT900480,10019101,100191,2026-06-16,2026-06-16,-74030.7,DEBIT,UPI.MERCHANT,RENT TRANSFER,RTGS,N
FT900481,10014401,100144,2026-05-30,2026-05-30,247684.01,CREDIT,SALARY,BUSINESS RECEIPT,SWIFT,N
FT900482,10019701,100197,2026-06-04,2026-06-04,-2855.41,DEBIT,10018001,MUTUAL FUND SIP,SWIFT,N
FT900483,10019101,100191,2026-07-05,2026-07-05,237634.43,CREDIT,CASH.IN,INTEREST CREDIT,ATM,N
FT900484,10016101,100161,2026-05-30,2026-05-30,-9862.99,DEBIT,LANDLORD,FOOD ORDER,IB,N
FT900485,10012903,100129,2026-07-26,2026-07-26,-1252256.2,DEBIT,CRYPTO.X,NEW BENEFICIARY PAYOUT,IB,Y
FT900486,10010601,100106,2026-07-19,2026-07-19,-54368.43,DEBIT,SIP.MF,UTILITY BILL,ATM,N
FT900487,10012101,100121,2026-06-29,2026-06-29,130947.33,CREDIT,CASH.IN,INTEREST CREDIT,SWIFT,N
FT900488,10014403,100144,2026-07-09,2026-07-09,-40433.1,DEBIT,SIP.MF,FOOD ORDER,ACH,N
FT900489,10010301,100103,2026-06-19,2026-06-19,220271.17,CREDIT,SALARY,SALARY CREDIT,ACH,N
FT900490,10020202,100202,2026-07-11,2026-07-11,-36826.53,DEBIT,UTIL.CO,UTILITY BILL,ACH,N
FT900491,10016801,100168,2026-07-02,2026-07-02,-34511.42,DEBIT,LANDLORD,UPI PURCHASE,ACH,N
FT900492,10012403,100124,2026-06-30,2026-06-30,-44347.33,DEBIT,10017401,FOOD ORDER,RTGS,N
FT900493,10020703,100207,2026-07-15,2026-07-15,-4553.4,DEBIT,LANDLORD,UPI PURCHASE,ATM,N
FT900494,10018601,100186,2026-05-04,2026-05-04,-78224.86,DEBIT,UPI.MERCHANT,OWN ACCOUNT TRANSFER,SWIFT,N
FT900495,10011002,100110,2026-08-06,2026-08-06,-64783.32,DEBIT,UPI.MERCHANT,OWN ACCOUNT TRANSFER,NEFT,N
FT900496,10017701,100177,2026-05-08,2026-05-08,-79356.45,DEBIT,SIP.MF,UTILITY BILL,NEFT,N
FT900497,10015302,100153,2026-06-09,2026-06-09,148947.85,CREDIT,SALARY,INTEREST CREDIT,NEFT,N
FT900498,10012501,100125,2026-07-24,2026-07-24,82876.98,CREDIT,CASH.IN,SALARY CREDIT,ATM,N
FT900499,10019601,100196,2026-05-03,2026-05-03,-86.51,DEBIT,10016302,UTILITY BILL,NEFT,N
FT900500,10017101,100171,2026-05-13,2026-05-13,-45845.84,DEBIT,LANDLORD,UTILITY BILL,NEFT,N
FT900501,10014502,100145,2026-07-18,2026-07-18,-61215.82,DEBIT,UTIL.CO,EMI PAYMENT,SWIFT,N
FT900502,10016601,100166,2026-07-08,2026-07-08,-39806.44,DEBIT,UPI.MERCHANT,UTILITY BILL,UPI,N
FT900503,10014702,100147,2026-05-29,2026-05-29,249064.47,CREDIT,CASH.IN,SALARY CREDIT,NEFT,N
FT900504,10012001,100120,2026-05-09,2026-05-09,148782.43,CREDIT,BANK.INT,BUSINESS RECEIPT,IB,N
FT900505,10021802,100218,2026-07-04,2026-07-04,-63672.57,DEBIT,SIP.MF,ATM WITHDRAWAL,NEFT,N
FT900506,10016701,100167,2026-07-19,2026-07-19,-16086.15,DEBIT,SIP.MF,EMI PAYMENT,NEFT,N
FT900507,10021502,100215,2026-05-24,2026-05-24,-70483.64,DEBIT,10018601,EMI PAYMENT,UPI,N
FT900508,10021203,100212,2026-07-12,2026-07-12,68448.12,CREDIT,CASH.IN,CASH DEPOSIT,ACH,N
FT900509,10011302,100113,2026-06-25,2026-06-25,-11904.72,DEBIT,SIP.MF,OWN ACCOUNT TRANSFER,ACH,N
FT900510,10019301,100193,2026-06-06,2026-06-06,-16364.29,DEBIT,SIP.MF,RENT TRANSFER,RTGS,N
FT900511,10013503,100135,2026-05-20,2026-05-20,102654.75,CREDIT,SALARY,BUSINESS RECEIPT,UPI,N
FT900512,10014301,100143,2026-06-25,2026-06-25,-717673.16,DEBIT,NEW.BEN.777,GAMBLING TOPUP,SWIFT,Y
FT900513,10019601,100196,2026-05-04,2026-05-04,2076.05,CREDIT,CLIENT.A,SALARY CREDIT,UPI,N
FT900514,10015601,100156,2026-08-01,2026-08-01,-44101.42,DEBIT,UPI.MERCHANT,MUTUAL FUND SIP,RTGS,N
FT900515,10020902,100209,2026-07-17,2026-07-17,224333.36,CREDIT,BANK.INT,SALARY CREDIT,SWIFT,N
FT900516,10016601,100166,2026-06-20,2026-06-20,-53766.6,DEBIT,UPI.MERCHANT,UTILITY BILL,NEFT,N
FT900517,10013002,100130,2026-07-06,2026-07-06,126061.64,CREDIT,SALARY,BUSINESS RECEIPT,RTGS,N
FT900518,10021703,100217,2026-06-12,2026-06-12,-48025.72,DEBIT,SIP.MF,RENT TRANSFER,UPI,N
FT900519,10018901,100189,2026-05-19,2026-05-19,234004.02,CREDIT,CLIENT.A,CASH DEPOSIT,UPI,N
FT900520,10012401,100124,2026-05-08,2026-05-08,-32729.21,DEBIT,10021601,MUTUAL FUND SIP,ACH,N
FT900521,10021101,100211,2026-06-30,2026-06-30,80489.51,CREDIT,CASH.IN,CASH DEPOSIT,IB,N
FT900522,10015302,100153,2026-05-03,2026-05-03,-38070.22,DEBIT,SIP.MF,UPI PURCHASE,NEFT,N
FT900523,10010702,100107,2026-06-02,2026-06-02,235330.37,CREDIT,CLIENT.A,INTEREST CREDIT,SWIFT,N
FT900524,10018801,100188,2026-07-08,2026-07-08,225982.96,CREDIT,SALARY,CASH DEPOSIT,NEFT,N
FT900525,10015103,100151,2026-06-08,2026-06-08,-72792.15,DEBIT,SIP.MF,UTILITY BILL,IB,N
FT900526,10011902,100119,2026-06-26,2026-06-26,-16909.88,DEBIT,UTIL.CO,ATM WITHDRAWAL,NEFT,N
FT900527,10017101,100171,2026-05-11,2026-05-11,197750.72,CREDIT,BANK.INT,INTEREST CREDIT,ACH,N
FT900528,10021101,100211,2026-05-21,2026-05-21,-26684.5,DEBIT,UPI.MERCHANT,UTILITY BILL,SWIFT,N
FT900529,10015701,100157,2026-08-03,2026-08-03,-48209.06,DEBIT,10021101,OWN ACCOUNT TRANSFER,ACH,N
FT900530,10017401,100174,2026-07-20,2026-07-20,14920.51,CREDIT,CLIENT.A,SALARY CREDIT,SWIFT,N
FT900531,10020101,100201,2026-06-10,2026-06-10,-32112.88,DEBIT,SIP.MF,UPI PURCHASE,IB,N
FT900532,10011801,100118,2026-07-16,2026-07-16,-57113.76,DEBIT,UTIL.CO,ATM WITHDRAWAL,ATM,N
FT900533,10019301,100193,2026-06-03,2026-06-03,-38321.4,DEBIT,UTIL.CO,OWN ACCOUNT TRANSFER,ACH,N
FT900534,10013802,100138,2026-06-17,2026-06-17,-22615.61,DEBIT,LANDLORD,OWN ACCOUNT TRANSFER,SWIFT,N
FT900535,10014001,100140,2026-05-03,2026-05-03,-70758.88,DEBIT,UPI.MERCHANT,UTILITY BILL,SWIFT,N
FT900536,10015101,100151,2026-05-07,2026-05-07,-21016.47,DEBIT,UTIL.CO,FOOD ORDER,UPI,N
FT900537,10019101,100191,2026-05-22,2026-05-22,39014.3,CREDIT,BANK.INT,BUSINESS RECEIPT,NEFT,N
FT900538,10012601,100126,2026-05-16,2026-05-16,-37238.97,DEBIT,CRYPTO.X,OFFSHORE REMIT,SWIFT,Y
FT900539,10014902,100149,2026-08-04,2026-08-04,-65091.65,DEBIT,SIP.MF,ATM WITHDRAWAL,SWIFT,N
FT900540,10021103,100211,2026-08-02,2026-08-02,-830.39,DEBIT,SIP.MF,UTILITY BILL,SWIFT,N
FT900541,10014201,100142,2026-05-31,2026-05-31,-11760.83,DEBIT,SIP.MF,UTILITY BILL,SWIFT,N
FT900542,10020301,100203,2026-05-02,2026-05-02,-54772.94,DEBIT,UPI.MERCHANT,OWN ACCOUNT TRANSFER,ATM,N
FT900543,10020601,100206,2026-07-30,2026-07-30,-31864.62,DEBIT,LANDLORD,OWN ACCOUNT TRANSFER,RTGS,N
FT900544,10019701,100197,2026-06-12,2026-06-12,-385.64,DEBIT,UPI.MERCHANT,MUTUAL FUND SIP,IB,N
FT900545,10015103,100151,2026-07-30,2026-07-30,-75151.82,DEBIT,10020902,OWN ACCOUNT TRANSFER,ATM,N
FT900546,10011002,100110,2026-07-25,2026-07-25,-596169.01,DEBIT,CRYPTO.X,OFFSHORE REMIT,RTGS,Y
FT900547,10018402,100184,2026-07-04,2026-07-04,-46480.9,DEBIT,UTIL.CO,EMI PAYMENT,IB,N
FT900548,10021101,100211,2026-06-25,2026-06-25,-7262.87,DEBIT,10019901,FOOD ORDER,UPI,N
FT900549,10013101,100131,2026-08-04,2026-08-04,-78283.48,DEBIT,SIP.MF,OWN ACCOUNT TRANSFER,IB,N
FT900550,10018201,100182,2026-07-06,2026-07-06,-49073.23,DEBIT,SIP.MF,MUTUAL FUND SIP,NEFT,N
FT900551,10017001,100170,2026-07-11,2026-07-11,-58975.85,DEBIT,UTIL.CO,UPI PURCHASE,NEFT,N
FT900552,10020001,100200,2026-06-30,2026-06-30,-375596.4,DEBIT,NEW.BEN.998,VENDOR PAYMENT,IB,Y
FT900553,10015602,100156,2026-06-26,2026-06-26,-9370.32,DEBIT,UPI.MERCHANT,FOOD ORDER,ACH,N
FT900554,10018101,100181,2026-05-16,2026-05-16,-36675.0,DEBIT,UTIL.CO,EMI PAYMENT,ACH,N
FT900555,10017902,100179,2026-06-04,2026-06-04,-66812.8,DEBIT,10020402,MUTUAL FUND SIP,UPI,N
FT900556,10014701,100147,2026-06-23,2026-06-23,192178.21,CREDIT,CLIENT.A,SALARY CREDIT,ATM,N
FT900557,10011603,100116,2026-06-06,2026-06-06,-7634.99,DEBIT,UPI.MERCHANT,FOOD ORDER,RTGS,N
FT900558,10012701,100127,2026-05-04,2026-05-04,209570.35,CREDIT,CLIENT.A,BUSINESS RECEIPT,IB,N
FT900559,10011801,100118,2026-07-16,2026-07-16,121004.06,CREDIT,BANK.INT,CASH DEPOSIT,RTGS,N
FT900560,10010002,100100,2026-06-11,2026-06-11,156346.48,CREDIT,CASH.IN,SALARY CREDIT,RTGS,N
FT900561,10012801,100128,2026-05-08,2026-05-08,161623.72,CREDIT,BANK.INT,SALARY CREDIT,SWIFT,N
FT900562,10011601,100116,2026-05-23,2026-05-23,24952.65,CREDIT,BANK.INT,BUSINESS RECEIPT,ACH,N
FT900563,10015201,100152,2026-06-19,2026-06-19,-1738.91,DEBIT,UTIL.CO,UTILITY BILL,IB,N
FT900564,10019102,100191,2026-06-25,2026-06-25,31909.29,CREDIT,CASH.IN,INTEREST CREDIT,UPI,N
FT900565,10016903,100169,2026-06-17,2026-06-17,91042.98,CREDIT,SALARY,BUSINESS RECEIPT,UPI,N
FT900566,10021501,100215,2026-06-24,2026-06-24,-38167.53,DEBIT,10017701,FOOD ORDER,ACH,N
FT900567,10011902,100119,2026-05-12,2026-05-12,-14989.83,DEBIT,LANDLORD,OWN ACCOUNT TRANSFER,ATM,N
FT900568,10010901,100109,2026-07-03,2026-07-03,-18015.99,DEBIT,UTIL.CO,FOOD ORDER,RTGS,N
FT900569,10021801,100218,2026-07-01,2026-07-01,-23327.17,DEBIT,UPI.MERCHANT,EMI PAYMENT,IB,N
FT900570,10016701,100167,2026-07-06,2026-07-06,-72242.0,DEBIT,UTIL.CO,UPI PURCHASE,RTGS,N
FT900571,10019703,100197,2026-07-05,2026-07-05,1049.0,CREDIT,SALARY,SALARY CREDIT,ATM,N
FT900572,10012401,100124,2026-06-02,2026-06-02,-37226.05,DEBIT,10020001,UTILITY BILL,IB,N
FT900573,10018002,100180,2026-05-23,2026-05-23,-40325.22,DEBIT,LANDLORD,RENT TRANSFER,SWIFT,N
FT900574,10014001,100140,2026-06-10,2026-06-10,105230.39,CREDIT,BANK.INT,SALARY CREDIT,IB,N
FT900575,10020401,100204,2026-05-28,2026-05-28,-64645.94,DEBIT,UTIL.CO,FOOD ORDER,ATM,N
FT900576,10014101,100141,2026-06-25,2026-06-25,-1312559.06,DEBIT,NEW.BEN.998,OFFSHORE REMIT,SWIFT,Y
FT900577,10021902,100219,2026-06-28,2026-06-28,-59424.72,DEBIT,CRYPTO.X,BULK SUPPLIER PAY,IB,Y
FT900578,10019201,100192,2026-07-19,2026-07-19,182026.03,CREDIT,BANK.INT,CASH DEPOSIT,ATM,N
FT900579,10018201,100182,2026-05-12,2026-05-12,99959.31,CREDIT,BANK.INT,CASH DEPOSIT,RTGS,N
FT900580,10012702,100127,2026-05-04,2026-05-04,-3264.79,DEBIT,UTIL.CO,ATM WITHDRAWAL,IB,N
FT900581,10014601,100146,2026-05-25,2026-05-25,-19418.24,DEBIT,10021302,UPI PURCHASE,RTGS,N
FT900582,10011901,100119,2026-05-22,2026-05-22,-37971.73,DEBIT,UPI.MERCHANT,FOOD ORDER,UPI,N
FT900583,10013401,100134,2026-07-14,2026-07-14,-37771.99,DEBIT,LANDLORD,FOOD ORDER,ACH,N
FT900584,10015301,100153,2026-06-12,2026-06-12,208791.96,CREDIT,SALARY,BUSINESS RECEIPT,SWIFT,N
FT900585,10010101,100101,2026-08-03,2026-08-03,244912.76,CREDIT,CASH.IN,CASH DEPOSIT,ACH,N
FT900586,10016402,100164,2026-07-26,2026-07-26,-789499.35,DEBIT,NEW.BEN.777,BULK SUPPLIER PAY,SWIFT,Y
FT900587,10021001,100210,2026-07-10,2026-07-10,6716.88,CREDIT,BANK.INT,SALARY CREDIT,ATM,N
FT900588,10011401,100114,2026-07-03,2026-07-03,222506.87,CREDIT,SALARY,INTEREST CREDIT,ACH,N
FT900589,10017901,100179,2026-06-30,2026-06-30,-12990.54,DEBIT,UTIL.CO,UTILITY BILL,IB,N
FT900590,10017801,100178,2026-07-17,2026-07-17,-47053.93,DEBIT,SIP.MF,EMI PAYMENT,UPI,N
FT900591,10020601,100206,2026-06-30,2026-06-30,-56939.68,DEBIT,SIP.MF,MUTUAL FUND SIP,RTGS,N
FT900592,10013503,100135,2026-05-17,2026-05-17,-59965.42,DEBIT,LANDLORD,MUTUAL FUND SIP,RTGS,N
FT900593,10013802,100138,2026-07-03,2026-07-03,27024.12,CREDIT,CASH.IN,BUSINESS RECEIPT,ACH,N
FT900594,10016801,100168,2026-06-15,2026-06-15,-79940.97,DEBIT,SIP.MF,EMI PAYMENT,IB,N
FT900595,10013501,100135,2026-05-15,2026-05-15,-64564.56,DEBIT,LANDLORD,EMI PAYMENT,IB,N
FT900596,10015001,100150,2026-08-07,2026-08-07,-20699.99,DEBIT,SIP.MF,ATM WITHDRAWAL,ACH,N
FT900597,10011101,100111,2026-07-17,2026-07-17,-71715.78,DEBIT,10021501,EMI PAYMENT,NEFT,N
FT900598,10012301,100123,2026-05-14,2026-05-14,-36625.14,DEBIT,UPI.MERCHANT,FOOD ORDER,SWIFT,N
FT900599,10012301,100123,2026-05-27,2026-05-27,28141.95,CREDIT,SALARY,SALARY CREDIT,ATM,N
FT900600,10018201,100182,2026-08-02,2026-08-02,-35377.28,DEBIT,LANDLORD,MUTUAL FUND SIP,RTGS,N
FT900601,10012201,100122,2026-06-26,2026-06-26,-65550.95,DEBIT,UTIL.CO,OWN ACCOUNT TRANSFER,NEFT,N
FT900602,10019501,100195,2026-06-13,2026-06-13,209033.72,CREDIT,CASH.IN,SALARY CREDIT,UPI,N
FT900603,10016401,100164,2026-06-16,2026-06-16,-29857.66,DEBIT,LANDLORD,RENT TRANSFER,NEFT,N
FT900604,10015302,100153,2026-06-22,2026-06-22,-62998.54,DEBIT,LANDLORD,EMI PAYMENT,ACH,N
FT900605,10019301,100193,2026-05-19,2026-05-19,-54607.67,DEBIT,LANDLORD,EMI PAYMENT,SWIFT,N
FT900606,10010102,100101,2026-08-07,2026-08-07,-6873.78,DEBIT,LANDLORD,EMI PAYMENT,IB,N
FT900607,10013601,100136,2026-07-13,2026-07-13,-3063.79,DEBIT,UTIL.CO,UTILITY BILL,SWIFT,N
FT900608,10011302,100113,2026-06-23,2026-06-23,165769.68,CREDIT,BANK.INT,CASH DEPOSIT,SWIFT,N
FT900609,10019102,100191,2026-06-14,2026-06-14,218639.5,CREDIT,BANK.INT,CASH DEPOSIT,ATM,N
FT900610,10010101,100101,2026-06-27,2026-06-27,-73644.0,DEBIT,LANDLORD,EMI PAYMENT,ATM,N
FT900611,10014502,100145,2026-07-29,2026-07-29,155310.49,CREDIT,CASH.IN,BUSINESS RECEIPT,SWIFT,N
FT900612,10017801,100178,2026-05-11,2026-05-11,194299.28,CREDIT,BANK.INT,INTEREST CREDIT,ACH,N
FT900613,10010801,100108,2026-07-06,2026-07-06,-57538.56,DEBIT,UTIL.CO,UTILITY BILL,RTGS,N
FT900614,10016301,100163,2026-05-03,2026-05-03,-25048.97,DEBIT,UTIL.CO,EMI PAYMENT,ATM,N
FT900615,10010601,100106,2026-08-01,2026-08-01,-20769.35,DEBIT,SIP.MF,EMI PAYMENT,ATM,N
FT900616,10019601,100196,2026-07-20,2026-07-20,-244.48,DEBIT,SIP.MF,RENT TRANSFER,RTGS,N
FT900617,10021302,100213,2026-06-27,2026-06-27,163438.68,CREDIT,SALARY,SALARY CREDIT,SWIFT,N
FT900618,10016601,100166,2026-08-04,2026-08-04,86067.11,CREDIT,CLIENT.A,SALARY CREDIT,ACH,N
FT900619,10021901,100219,2026-07-26,2026-07-26,-24006.21,DEBIT,10019201,ATM WITHDRAWAL,NEFT,N
FT900620,10013002,100130,2026-07-14,2026-07-14,-19885.9,DEBIT,10014302,EMI PAYMENT,RTGS,N
FT900621,10014301,100143,2026-06-22,2026-06-22,-7929.23,DEBIT,LANDLORD,OWN ACCOUNT TRANSFER,ACH,N
FT900622,10011801,100118,2026-06-17,2026-06-17,-38152.62,DEBIT,UPI.MERCHANT,UTILITY BILL,UPI,N
FT900623,10021801,100218,2026-07-14,2026-07-14,-62328.1,DEBIT,SIP.MF,EMI PAYMENT,ATM,N
FT900624,10021202,100212,2026-05-21,2026-05-21,-74489.75,DEBIT,LANDLORD,FOOD ORDER,RTGS,N
FT900625,10013102,100131,2026-07-07,2026-07-07,-36671.25,DEBIT,10019801,FOOD ORDER,RTGS,N
FT900626,10012601,100126,2026-06-17,2026-06-17,-135.27,DEBIT,10012001,FOOD ORDER,ACH,N
FT900627,10012602,100126,2026-05-06,2026-05-06,-9757.23,DEBIT,SIP.MF,UTILITY BILL,IB,N
FT900628,10021702,100217,2026-07-02,2026-07-02,-79282.51,DEBIT,SIP.MF,OWN ACCOUNT TRANSFER,NEFT,N
FT900629,10010601,100106,2026-06-06,2026-06-06,-47210.98,DEBIT,SIP.MF,UPI PURCHASE,SWIFT,N
FT900630,10014702,100147,2026-05-09,2026-05-09,2517.27,CREDIT,BANK.INT,CASH DEPOSIT,ACH,N
FT900631,10011001,100110,2026-08-09,2026-08-09,142309.47,CREDIT,BANK.INT,BUSINESS RECEIPT,NEFT,N
FT900632,10018601,100186,2026-07-04,2026-07-04,152216.01,CREDIT,CLIENT.A,CASH DEPOSIT,SWIFT,N
FT900633,10020501,100205,2026-05-12,2026-05-12,38947.68,CREDIT,BANK.INT,INTEREST CREDIT,ACH,N
FT900634,10019301,100193,2026-08-03,2026-08-03,-43325.46,DEBIT,LANDLORD,UTILITY BILL,NEFT,N
FT900635,10016101,100161,2026-07-11,2026-07-11,-2081.85,DEBIT,SIP.MF,UPI PURCHASE,RTGS,N
FT900636,10012701,100127,2026-08-05,2026-08-05,-76417.95,DEBIT,10017401,RENT TRANSFER,UPI,N
FT900637,10011201,100112,2026-05-16,2026-05-16,-60069.63,DEBIT,UPI.MERCHANT,EMI PAYMENT,UPI,N
FT900638,10021901,100219,2026-07-30,2026-07-30,197115.75,CREDIT,CLIENT.A,SALARY CREDIT,NEFT,N
FT900639,10020101,100201,2026-07-02,2026-07-02,-25702.45,DEBIT,UPI.MERCHANT,EMI PAYMENT,ATM,N
FT900640,10010501,100105,2026-06-18,2026-06-18,-2022.15,DEBIT,SIP.MF,UPI PURCHASE,ACH,N
FT900641,10015601,100156,2026-06-02,2026-06-02,-13535.66,DEBIT,UTIL.CO,RENT TRANSFER,ATM,N
FT900642,10011902,100119,2026-05-24,2026-05-24,-13618.36,DEBIT,SIP.MF,UTILITY BILL,RTGS,N
FT900643,10010601,100106,2026-06-11,2026-06-11,-7989.66,DEBIT,LANDLORD,MUTUAL FUND SIP,ACH,N
FT900644,10015601,100156,2026-07-15,2026-07-15,-16284.5,DEBIT,10020403,RENT TRANSFER,IB,N
FT900645,10015103,100151,2026-06-10,2026-06-10,-75953.63,DEBIT,UPI.MERCHANT,EMI PAYMENT,ACH,N
FT900646,10020502,100205,2026-05-03,2026-05-03,-2409.62,DEBIT,UTIL.CO,RENT TRANSFER,ACH,N
FT900647,10015801,100158,2026-06-08,2026-06-08,27174.34,CREDIT,CLIENT.A,BUSINESS RECEIPT,RTGS,N
FT900648,10019201,100192,2026-06-17,2026-06-17,52457.31,CREDIT,CLIENT.A,INTEREST CREDIT,ATM,N
FT900649,10013701,100137,2026-05-06,2026-05-06,-76912.03,DEBIT,LANDLORD,EMI PAYMENT,ACH,N
FT900650,10010001,100100,2026-05-01,2026-05-01,163958.59,CREDIT,CLIENT.A,BUSINESS RECEIPT,NEFT,N
